1, Arab Open University, Oman
3756, Gujarat University Ahmedabad, India
3757, Gulbarga University, India
3758, Gauhati University, India
3759, Gurukul University, India
3760, CCS Haryana Agricultural University, India
3761, Chaudhary Charan Singh Haryana Agricultural University, India
3762, Himachal Pradesh Agricultural University, India
3763, Hemwati Nandan Bahuguna Garhwal University, India
3764, Hidayatullah National Law University, Raipur, India
3765, Sri Ramachardra Medical College and Research Institute, India
3766, Himachal Pradesh University, India
3767, Indian Agricultural Research Institute, India
3768, IASE (Institute of Advanced Studies) Deemed University, India
3769, ICFAI University, India
3770, ICFAI University, Dehradun, India
3771, ICFAI University, Tripura, India
3772, ICFAI University, Sikkim, India
3773, ICFAI University, Mizoram, India
3774, ICFAI University, Meghalaya, India
3775, ICFAI University, Jharkhand, India
3776, ICFAI University, Nagaland, India
3777, ICFAI University, Jaipur, India
3778, ICFAI University, Raipur, India
3779, ICFAI University, Himachal Pradesh, India
3780, ICFAI University, Hyderabad, India
3781, Indira Gandhi Agricultural University, India
3782, Indira Gandhi Institute of Development and Research, India
3783, Indira Gandhi Institute of Medical Sciences, India
3784, Indira Gandhi National Open University, India
3785, Indian Institute of Information Technology, India
3786, Indian Institute of Information Technology and Management - Kerala, India
3787, Indian Institute of Information Technology and Management - Gwalior, India
3788, Indraprastha Institute of Information Technology, Delhi, India
3789, International Institute of Information Technology, Pune, India
3790, International Institute of Information Technology, Bhubaneswar, India
3791, International Institute of Information Technology, Bangalore, India
3792, Indian Institute of Management, Tiruchirappalli, India
3793, Indian Institute of Information Technology, Guwahati, India
3794, Indian Institute of Information Technology, Vadodara, India
3795, Indian Institute of Information Technology, Kota, India
3796, International Institute for Population Sciences, India
3797, Indian Institute of Science, India
3798, Indian Institute of Technology, Bombay, India
3799, Indian Institute of Technology, Delhi, India
3800, Indian Institute of Technology, Gandhinagar, India
3801, Indian Institute of Technology, Guwahati, India
3802, Indian Institute of Technology, Hyderabad, India
3803, Indian Institute of Technology, Kanpur, India
3804, Indian Institute of Technology, Kharagpur, India
3805, Indian Institute of Technology, Madras, India
3806, Madras Institute of Technology, India
3807, Indian Institute of Technology, Roorkee, India
3808, Indian Institute of Technology, Patna, India
3809, Indian Institute of Technology, Indore, India
3810, Indian Institute of Technology, Jodhpur, India
3811, University of Music and Fine Arts, India
3812, Indian Law Institue, India
3813, Indus University, India
3814, Integral University, India
3815, Guru Gobind Singh Indraprastha University, India
3816, Indian School of Business Management and Administration, India
3817, Indian Statistical Institute, India
3818, Indian School of Mines (ISM), India
3819, Institute of Technology and Management, India
3820, Indian University, India
3821, Indian Veterinary Research Institute, India
3822, Jadavpur University, India
3823, First Global University to teaching Jainism, India
3824, Jamia Hamdard University, India
3825, University of Jammu, India
3826, Jaypee Institute of Information Technology, India
3827, Jiwaji University, India
3828, Jamia Millia Islamia University, India
3829, Jawaharlal Nehru Centre for Advanced  Scientific Research, India
3830, Jawaharlal Nehru Agricultural University, India
3831, Jawaharlal Nehru Technological University, India
3832, Jawaharlal Nehru University, India
3833, Jaipur National University, India
3834, Jodhpur National University, India
3835, Jai Prakash University, India
3836, Rajasthan Vidyapeeth University, India
3837, Jain Vishva Bharati Institute, India
3838, Kalinga University, India
3839, Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, India
3840, Kannada University, India
3841, Kannur University, India
3842, Chhatrapati Shahu Ji Maharaj University, India
3843, Kanpur University, India
3844, Karnataka State Open University, India
3845, Karpagam University, India
3846, Karunya Institute Of Technology ( Deemed University), India
3847, University of Kashmir, India
3848, Kerala Agricultural University, India
3849, University of Kerala, India
3850, Kohinoor School of Hospitality Management, India
3851, University of Kalyani, India
3852, Krishna University, India
3853, Kameshwar Singh Darbhanga Sanskrit University, India
3854, Karnataka State Law University, India
3855, Karnatak University, India
3856, Kerala University of Fisheries and Ocean Sciences, India
3857, Kurukshetra University, India
3858, Kumaraguru College of Technology, India
3859, Kumaun University, India
3860, Kuvempu University, India
3861, Kakatiya University, India
3862, L.D.College of Engineering, India
3863, Lakshmibai National Institute of Physical Education, India
3864, Lalit Narayan Mithila University, India
3865, University of Lucknow, India
3866, Mar Athanasios College for Advanced Studies, India
3867, Magadh University, India
3868, Mangalore University, India
3869, Manipal University, India
3870, Manipur University, India
3871, Moulana Azad national Urdu University, India
3872, Makanlal Chutur Vedi University, India
3873, Makhanlal Chaturvedi National University of Journalism and Communication, India
3874, Maharshi Dayanand Sarswati University Ajmer, India
3875, Maharishi Dayanand University, Rohtak (Haryana ), India
3876, Mahatma Gandhi Kashi Vidyapith, India
3877, Maharaja Ganga Singh University, Bikaner, India
3878, Mahatma Gandhi University, Kerala, India
3879, Mahatma Jyotiba Phule Rohilkhand University Bareilly, India
3880, Madurai Kamaraj University, India
3881, Marathwada Agricultural University, India
3882, Mohan Lal Sukhadia University, India
3883, Motilal Nehru National Institute Of Technology, India
3884, Madhya Pradesh Bhoj (Open) University, India
3885, Mahatma Phule Agricultural University, India
3886, Maharaja Sayajirao University of Baroda, India
3887, University of Mumbai, India
3888, Acharya Nagarjuna University, India
3889, Nagaland University, India
3890, Nagpur University, India
3891, Nalanda Open University, India
3892, National Museum Institute of History of Art, Conservation and Museology, India
3893, University of North Bengal, India
3894, National Dairy Research Institute, India
3895, Narendra Deva University of Agriculture and Technology, India
3896, North Eastern Hill University, India
3897, Hemchandracharay North Gujarat University, India
3898, National Institute of Mental Health and Neuro Sciences, India
3899, University of Petroleum and Energy Studies, India
3900, DAV Institute of Engineering & Technology, India
3901, Lovely Professional University, India
3902, Somaiya Vidyavihar, India
3903, NorthCap University, India
3904, Dharamsinh Desai University, India
3905, University of Health Sciences Andhra Pradesh, India
3906, Allahabad Agricultural Institute, Deemed University, India
3907, Assam Agricultural University, India
3908, Ahmedabad University, India
3909, All India Institute of Medical Sciences, India
3910, AISECT University, India
3911, Alagappa University, India
3912, Allahabad University, India
3913, Open International University for Alternative Medicines, India
3914, Indian Board of Alternative Medicine, India
3915, Amity University, India
3916, Amrita Vishwa Vidyapeetham (Deemed University), India
3917, Amravati University, India
3918, Aligarh Muslim University, India
3919, Andhra University, India
3920, Acharya Ranga Agricultural University, India
3921, Annamalai University, India
3922, Anna University of Technology, Tirunelveli, India
3923, Anna University, India
3924, Awadhesh Pratap Singh University, India
3925, ARYA Institute of Engineering & Technology, India
3926, Assam University, India
3927, Gujarat Ayurved University, India
3928, Dr. Babasaheb Ambedkar Marathwada Universtiy, India
3929, Berhampur University, India
3930, Banasthali University, India
3931, Bankura University, India
3932, Birsa Agricultural University, India
3933, Babasaheb Bhimrao Ambedkar University, India
3934, Bidhan Chandra Agricultural University, India
3935, Bharathidasan University, India
3936, Bengal Engineering College, India
3937, Bangalore University, India
3938, Bhagwant University, India
3939, Bharathiar University, India
3940, Bharath Institue Of Higher Education & Research, India
3941, Bharati Vidyapeeth University, India
3942, Bhavnagar University, India
3943, Banaras Hindu University, India
3944, Orissa University of Agriculture and Technology, India
3945, Birla Institute of Technology, Ranchi, India
3946, Birla Institute of Technology and Science, India
3947, Bhupendra Narayan Mandal University, India
3948, Biju Pattnaik University of Technology, India
3949, B. R. Ambedkar Bihar University, India
3950, Dr. B.R. Ambedkar Open University, India
3951, Dr. B. R. Ambedkar National Institute of Technology Jalandhar, India
3952, Dr. Bhim Rao Abdekar University, India
3953, B. S. Abdur Rahman University, India
3954, Barkatullah University, India
3955, VIT Bhopal, India
3956, Bundelkhand University, India
3957, University of Burdwan, India
3958, University of Calcutta, India
3959, Central Agricultural University, India
3960, Chaudhary Charan Singh University, India
3961, Ch. Charan Singh University, India
3962, Center for Entrepreneurship and Small Business Management, India
3963, Christ University, India
3964, Central Institute of English and Foreign Languages, India
3965, Central Institute of Fisheries Education, India
3966, Central Institute of Higher Tibetan Studies, India
3967, CMJ University, India
3968, Chandra Shekhar Azad University of Agriculture and Technology, India
3969, Cochin University of Science and Technology, India
3970, Dr. C.V. Raman University, India
3971, Dhirubhai Ambani Institute of Information and Communication Technology, India
3972, Darul Huda Islamic University, India
3973, Dav University, India
3974, Devi Ahilya University of Indore, India
3975, Dr. Babasaheb Ambedkar Technological University, India
3976, Konkan Agricultural University, India
3977, Tamil Nadu Agricultural University, India
3978, Delhi College of Engineering (DCE), India
3979, Deen Dayal Upadhyay Gorakhpur University, India
3980, Deccan College Postgraduate and Research Institute, India
3981, Dayalbagh Educational Institute, India
3982, Dibrugarh University, India
3983, Dravidian University, India
3984, University of Delhi, India
3985, Dr. D.Y. Patil University, India
3986, Eiilm University, India
3987, Fatima mata national college kollam kerala, India
3988, Forest Research Institute Dehradun, India
3989, Govind Ballabh Pant University of Agriculture and Technology, India
3990, Guru Ghasidas University, India
3991, Gokhale Institute of Politics and Economics, India
3992, Gandhi Institute of Technology and Managment, India
3993, Guru Jambeshwar University, India
3994, Gurukula Kangri University, India
3995, Guru Nanak Dev University, India
3996, Global Open University , Nagaland, India
3997, Gujarat Technological University Ahmedabad, India
3998, Gujarat University Ahmedabad, India
3999, Gulbarga University, India
4000, Gauhati University, India
4001, Gurukul University, India
4002, CCS Haryana Agricultural University, India
4003, Chaudhary Charan Singh Haryana Agricultural University, India
4004, Himachal Pradesh Agricultural University, India
4005, Hemwati Nandan Bahuguna Garhwal University, India
4006, Hidayatullah National Law University, Raipur, India
4007, Sri Ramachardra Medical College and Research Institute, India
4008, Himachal Pradesh University, India
4009, Indian Agricultural Research Institute, India
4010, IASE (Institute of Advanced Studies) Deemed University, India
4011, ICFAI University, India
4012, ICFAI University, Dehradun, India
4013, ICFAI University, Tripura, India
4014, ICFAI University, Sikkim, India
4015, ICFAI University, Mizoram, India
4016, ICFAI University, Meghalaya, India
4017, ICFAI University, Jharkhand, India
4018, ICFAI University, Nagaland, India
4019, ICFAI University, Jaipur, India
4020, ICFAI University, Raipur, India
4021, ICFAI University, Himachal Pradesh, India
4022, ICFAI University, Hyderabad, India
4023, Indira Gandhi Agricultural University, India
4024, Indira Gandhi Institute of Development and Research, India
4025, Indira Gandhi Institute of Medical Sciences, India
4026, Indira Gandhi National Open University, India
4027, Indian Institute of Information Technology, India
4028, Indian Institute of Information Technology and Management - Kerala, India
4029, Indian Institute of Information Technology and Management - Gwalior, India
4030, Indraprastha Institute of Information Technology, Delhi, India
4031, International Institute of Information Technology, Pune, India
4032, International Institute of Information Technology, Bhubaneswar, India
4033, International Institute of Information Technology, Bangalore, India
4034, Indian Institute of Management, Tiruchirappalli, India
4035, Indian Institute of Information Technology, Guwahati, India
4036, Indian Institute of Information Technology, Vadodara, India
4037, Indian Institute of Information Technology, Kota, India
4038, International Institute for Population Sciences, India
4039, Indian Institute of Science, India
4040, Indian Institute of Technology, Bombay, India
4041, Indian Institute of Technology, Delhi, India
4042, Indian Institute of Technology, Gandhinagar, India
4043, Indian Institute of Technology, Guwahati, India
4044, Indian Institute of Technology, Hyderabad, India
4045, Indian Institute of Technology, Kanpur, India
4046, Indian Institute of Technology, Kharagpur, India
4047, Indian Institute of Technology, Madras, India
4048, Madras Institute of Technology, India
4049, Indian Institute of Technology, Roorkee, India
4050, Indian Institute of Technology, Patna, India
4051, Indian Institute of Technology, Indore, India
4052, Indian Institute of Technology, Jodhpur, India
4053, University of Music and Fine Arts, India
4054, Indian Law Institue, India
4055, Indus University, India
4056, Integral University, India
4057, Guru Gobind Singh Indraprastha University, India
4058, Indian School of Business Management and Administration, India
4059, Indian Statistical Institute, India
4060, Indian School of Mines (ISM), India
4061, Institute of Technology and Management, India
4062, Indian University, India
4063, Indian Veterinary Research Institute, India
4064, Jadavpur University, India
4065, First Global University to teaching Jainism, India
4066, Jamia Hamdard University, India
4067, University of Jammu, India
4068, Jaypee Institute of Information Technology, India
4069, Jiwaji University, India
4070, Jamia Millia Islamia University, India
4071, Jawaharlal Nehru Centre for Advanced  Scientific Research, India
4072, Jawaharlal Nehru Agricultural University, India
4073, Jawaharlal Nehru Technological University, India
4074, Jawaharlal Nehru University, India
4075, Jaipur National University, India
4076, Jodhpur National University, India
4077, Jai Prakash University, India
4078, Rajasthan Vidyapeeth University, India
4079, Jain Vishva Bharati Institute, India
4080, Kalinga University, India
4081, Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, India
4082, Kannada University, India
4083, Kannur University, India
4084, Chhatrapati Shahu Ji Maharaj University, India
4085, Kanpur University, India
4086, Karnataka State Open University, India
4087, Karpagam University, India
4088, Karunya Institute Of Technology ( Deemed University), India
4089, University of Kashmir, India
4090, Kerala Agricultural University, India
4091, University of Kerala, India
4092, Kohinoor School of Hospitality Management, India
4093, University of Kalyani, India
4094, Krishna University, India
4095, Kameshwar Singh Darbhanga Sanskrit University, India
4096, Karnataka State Law University, India
4097, Karnatak University, India
4098, Kerala University of Fisheries and Ocean Sciences, India
4099, Kurukshetra University, India
4100, Kumaraguru College of Technology, India
4101, Kumaun University, India
4102, Kuvempu University, India
4103, Kakatiya University, India
4104, L.D.College of Engineering, India
4105, Lakshmibai National Institute of Physical Education, India
4106, Lalit Narayan Mithila University, India
4107, University of Lucknow, India
4108, Mar Athanasios College for Advanced Studies, India
4109, Magadh University, India
4110, Mangalore University, India
4111, Manipal University, India
4112, Manipur University, India
4113, Moulana Azad national Urdu University, India
4114, Makanlal Chutur Vedi University, India
4115, Makhanlal Chaturvedi National University of Journalism and Communication, India
4116, Maharshi Dayanand Sarswati University Ajmer, India
4117, Maharishi Dayanand University, Rohtak (Haryana ), India
4118, Mahatma Gandhi Kashi Vidyapith, India
4119, Maharaja Ganga Singh University, Bikaner, India
4120, Mahatma Gandhi University, Kerala, India
4121, Mahatma Jyotiba Phule Rohilkhand University Bareilly, India
4122, Madurai Kamaraj University, India
4123, Marathwada Agricultural University, India
4124, Mohan Lal Sukhadia University, India
4125, Motilal Nehru National Institute Of Technology, India
4126, Madhya Pradesh Bhoj (Open) University, India
4127, Mahatma Phule Agricultural University, India
4128, Maharaja Sayajirao University of Baroda, India
4129, University of Mumbai, India
4130, Acharya Nagarjuna University, India
4131, Nagaland University, India
4132, Nagpur University, India
4133, Nalanda Open University, India
4134, National Museum Institute of History of Art, Conservation and Museology, India
4135, University of North Bengal, India
4136, National Dairy Research Institute, India
4137, Narendra Deva University of Agriculture and Technology, India
4138, North Eastern Hill University, India
4139, Hemchandracharay North Gujarat University, India
4140, National Institute of Mental Health and Neuro Sciences, India
4141, University of Petroleum and Energy Studies, India
4142, DAV Institute of Engineering & Technology, India
4143, Lovely Professional University, India
4144, Somaiya Vidyavihar, India
4145, NorthCap University, India
4146, Dharamsinh Desai University, India
4147, University of Health Sciences Andhra Pradesh, India
4148, Allahabad Agricultural Institute, Deemed University, India
4149, Assam Agricultural University, India
4150, Ahmedabad University, India
4151, All India Institute of Medical Sciences, India
4152, AISECT University, India
4153, Alagappa University, India
4154, Allahabad University, India
4155, Open International University for Alternative Medicines, India
4156, Indian Board of Alternative Medicine, India
4157, Amity University, India
4158, Amrita Vishwa Vidyapeetham (Deemed University), India
4159, Amravati University, India
4160, Aligarh Muslim University, India
4161, Andhra University, India
4162, Acharya Ranga Agricultural University, India
4163, Annamalai University, India
4164, Anna University of Technology, Tirunelveli, India
4165, Anna University, India
4166, Awadhesh Pratap Singh University, India
4167, ARYA Institute of Engineering & Technology, India
4168, Assam University, India
4169, Gujarat Ayurved University, India
4170, Dr. Babasaheb Ambedkar Marathwada Universtiy, India
4171, Berhampur University, India
4172, Banasthali University, India
4173, Bankura University, India
4174, Birsa Agricultural University, India
4175, Babasaheb Bhimrao Ambedkar University, India
4176, Bidhan Chandra Agricultural University, India
4177, Bharathidasan University, India
4178, Bengal Engineering College, India
4179, Bangalore University, India
4180, Bhagwant University, India
4181, Bharathiar University, India
4182, Bharath Institue Of Higher Education & Research, India
4183, Bharati Vidyapeeth University, India
4184, Bhavnagar University, India
4185, Banaras Hindu University, India
4186, Orissa University of Agriculture and Technology, India
4187, Birla Institute of Technology, Ranchi, India
4188, Birla Institute of Technology and Science, India
4189, Bhupendra Narayan Mandal University, India
4190, Biju Pattnaik University of Technology, India
4191, B. R. Ambedkar Bihar University, India
4192, Dr. B.R. Ambedkar Open University, India
4193, Dr. B. R. Ambedkar National Institute of Technology Jalandhar, India
4194, Dr. Bhim Rao Abdekar University, India
4195, B. S. Abdur Rahman University, India
4196, Barkatullah University, India
4197, VIT Bhopal, India
4198, Bundelkhand University, India
4199, University of Burdwan, India
4200, University of Calcutta, India
4201, Central Agricultural University, India
4202, Chaudhary Charan Singh University, India
4203, Ch. Charan Singh University, India
4204, Center for Entrepreneurship and Small Business Management, India
4205, Christ University, India
4206, Central Institute of English and Foreign Languages, India
4207, Central Institute of Fisheries Education, India
4208, Central Institute of Higher Tibetan Studies, India
4209, CMJ University, India
4210, Chandra Shekhar Azad University of Agriculture and Technology, India
4211, Cochin University of Science and Technology, India
4212, Dr. C.V. Raman University, India
4213, Dhirubhai Ambani Institute of Information and Communication Technology, India
4214, Darul Huda Islamic University, India
4215, Dav University, India
4216, Devi Ahilya University of Indore, India
4217, Dr. Babasaheb Ambedkar Technological University, India
4218, Konkan Agricultural University, India
4219, Tamil Nadu Agricultural University, India
4220, Delhi College of Engineering (DCE), India
4221, Deen Dayal Upadhyay Gorakhpur University, India
4222, Deccan College Postgraduate and Research Institute, India
4223, Dayalbagh Educational Institute, India
4224, Dibrugarh University, India
4225, Dravidian University, India
4226, University of Delhi, India
4227, Dr. D.Y. Patil University, India
4228, Eiilm University, India
4229, Fatima mata national college kollam kerala, India
4230, Forest Research Institute Dehradun, India
4231, Govind Ballabh Pant University of Agriculture and Technology, India
4232, Guru Ghasidas University, India
4233, Gokhale Institute of Politics and Economics, India
4234, Gandhi Institute of Technology and Managment, India
4235, Guru Jambeshwar University, India
4236, Gurukula Kangri University, India
4237, Guru Nanak Dev University, India
4238, Global Open University , Nagaland, India
4239, Gujarat Technological University Ahmedabad, India
4240, Gujarat University Ahmedabad, India
4241, Gulbarga University, India
4242, Gauhati University, India
4243, Gurukul University, India
4244, CCS Haryana Agricultural University, India
4245, Chaudhary Charan Singh Haryana Agricultural University, India
4246, Himachal Pradesh Agricultural University, India
4247, Hemwati Nandan Bahuguna Garhwal University, India
4248, Hidayatullah National Law University, Raipur, India
4249, Sri Ramachardra Medical College and Research Institute, India
4250, Himachal Pradesh University, India
4251, Indian Agricultural Research Institute, India
4252, IASE (Institute of Advanced Studies) Deemed University, India
4253, ICFAI University, India
4254, ICFAI University, Dehradun, India
4255, ICFAI University, Tripura, India
4256, ICFAI University, Sikkim, India
4257, ICFAI University, Mizoram, India
4258, ICFAI University, Meghalaya, India
4259, ICFAI University, Jharkhand, India
4260, ICFAI University, Nagaland, India
4261, ICFAI University, Jaipur, India
4262, ICFAI University, Raipur, India
4263, ICFAI University, Himachal Pradesh, India
4264, ICFAI University, Hyderabad, India
4265, Indira Gandhi Agricultural University, India
4266, Indira Gandhi Institute of Development and Research, India
4267, Indira Gandhi Institute of Medical Sciences, India
4268, Indira Gandhi National Open University, India
4269, Indian Institute of Information Technology, India
4270, Indian Institute of Information Technology and Management - Kerala, India
4271, Indian Institute of Information Technology and Management - Gwalior, India
4272, Indraprastha Institute of Information Technology, Delhi, India
4273, International Institute of Information Technology, Pune, India
4274, International Institute of Information Technology, Bhubaneswar, India
4275, International Institute of Information Technology, Bangalore, India
4276, Indian Institute of Management, Tiruchirappalli, India
4277, Indian Institute of Information Technology, Guwahati, India
4278, Indian Institute of Information Technology, Vadodara, India
4279, Indian Institute of Information Technology, Kota, India
4280, International Institute for Population Sciences, India
4281, Indian Institute of Science, India
4282, Indian Institute of Technology, Bombay, India
4283, Indian Institute of Technology, Delhi, India
4284, Indian Institute of Technology, Gandhinagar, India
4285, Indian Institute of Technology, Guwahati, India
4286, Indian Institute of Technology, Hyderabad, India
4287, Indian Institute of Technology, Kanpur, India
4288, Indian Institute of Technology, Kharagpur, India
4289, Indian Institute of Technology, Madras, India
4290, Madras Institute of Technology, India
4291, Indian Institute of Technology, Roorkee, India
4292, Indian Institute of Technology, Patna, India
4293, Indian Institute of Technology, Indore, India
4294, Indian Institute of Technology, Jodhpur, India
4295, University of Music and Fine Arts, India
4296, Indian Law Institue, India
4297, Indus University, India
4298, Integral University, India
4299, Guru Gobind Singh Indraprastha University, India
4300, Indian School of Business Management and Administration, India
4301, Indian Statistical Institute, India
4302, Indian School of Mines (ISM), India
4303, Institute of Technology and Management, India
4304, Indian University, India
4305, Indian Veterinary Research Institute, India
4306, Jadavpur University, India
4307, First Global University to teaching Jainism, India
4308, Jamia Hamdard University, India
4309, University of Jammu, India
4310, Jaypee Institute of Information Technology, India
4311, Jiwaji University, India
4312, Jamia Millia Islamia University, India
4313, Jawaharlal Nehru Centre for Advanced  Scientific Research, India
4314, Jawaharlal Nehru Agricultural University, India
4315, Jawaharlal Nehru Technological University, India
4316, Jawaharlal Nehru University, India
4317, Jaipur National University, India
4318, Jodhpur National University, India
4319, Jai Prakash University, India
4320, Rajasthan Vidyapeeth University, India
4321, Jain Vishva Bharati Institute, India
4322, Kalinga University, India
4323, Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, India
4324, Kannada University, India
4325, Kannur University, India
4326, Chhatrapati Shahu Ji Maharaj University, India
4327, Kanpur University, India
4328, Karnataka State Open University, India
4329, Karpagam University, India
4330, Karunya Institute Of Technology ( Deemed University), India
4331, University of Kashmir, India
4332, Kerala Agricultural University, India
4333, University of Kerala, India
4334, Kohinoor School of Hospitality Management, India
4335, University of Kalyani, India
4336, Krishna University, India
4337, Kameshwar Singh Darbhanga Sanskrit University, India
4338, Karnataka State Law University, India
4339, Karnatak University, India
4340, Kerala University of Fisheries and Ocean Sciences, India
4341, Kurukshetra University, India
4342, Kumaraguru College of Technology, India
4343, Kumaun University, India
4344, Kuvempu University, India
4345, Kakatiya University, India
4346, L.D.College of Engineering, India
4347, Lakshmibai National Institute of Physical Education, India
4348, Lalit Narayan Mithila University, India
4349, University of Lucknow, India
4350, Mar Athanasios College for Advanced Studies, India
4351, Magadh University, India
4352, Mangalore University, India
4353, Manipal University, India
4354, Manipur University, India
4355, Moulana Azad national Urdu University, India
4356, Makanlal Chutur Vedi University, India
4357, Makhanlal Chaturvedi National University of Journalism and Communication, India
4358, Maharshi Dayanand Sarswati University Ajmer, India
4359, Maharishi Dayanand University, Rohtak (Haryana ), India
4360, Mahatma Gandhi Kashi Vidyapith, India
4361, Maharaja Ganga Singh University, Bikaner, India
4362, Mahatma Gandhi University, Kerala, India
4363, Mahatma Jyotiba Phule Rohilkhand University Bareilly, India
4364, Madurai Kamaraj University, India
4365, Marathwada Agricultural University, India
4366, Mohan Lal Sukhadia University, India
4367, Motilal Nehru National Institute Of Technology, India
4368, Madhya Pradesh Bhoj (Open) University, India
4369, Mahatma Phule Agricultural University, India
4370, Maharaja Sayajirao University of Baroda, India
4371, University of Mumbai, India
4372, Acharya Nagarjuna University, India
4373, Nagaland University, India
4374, Nagpur University, India
4375, Nalanda Open University, India
4376, National Museum Institute of History of Art, Conservation and Museology, India
4377, University of North Bengal, India
4378, National Dairy Research Institute, India
4379, Narendra Deva University of Agriculture and Technology, India
4380, North Eastern Hill University, India
4381, Hemchandracharay North Gujarat University, India
4382, National Institute of Mental Health and Neuro Sciences, India
4383, University of Petroleum and Energy Studies, India
4384, DAV Institute of Engineering & Technology, India
4385, Lovely Professional University, India
4386, Somaiya Vidyavihar, India
4387, NorthCap University, India
4388, Dharamsinh Desai University, India
4389, University of Health Sciences Andhra Pradesh, India
4390, Allahabad Agricultural Institute, Deemed University, India
4391, Assam Agricultural University, India
4392, Ahmedabad University, India
4393, All India Institute of Medical Sciences, India
4394, AISECT University, India
4395, Alagappa University, India
4396, Allahabad University, India
4397, Open International University for Alternative Medicines, India
4398, Indian Board of Alternative Medicine, India
4399, Amity University, India
4400, Amrita Vishwa Vidyapeetham (Deemed University), India
4401, Amravati University, India
4402, Aligarh Muslim University, India
4403, Andhra University, India
4404, Acharya Ranga Agricultural University, India
4405, Annamalai University, India
4406, Anna University of Technology, Tirunelveli, India
4407, Anna University, India
4408, Awadhesh Pratap Singh University, India
4409, ARYA Institute of Engineering & Technology, India
4410, Assam University, India
4411, Gujarat Ayurved University, India
4412, Dr. Babasaheb Ambedkar Marathwada Universtiy, India
4413, Berhampur University, India
4414, Banasthali University, India
4415, Bankura University, India
4416, Birsa Agricultural University, India
4417, Babasaheb Bhimrao Ambedkar University, India
4418, Bidhan Chandra Agricultural University, India
4419, Bharathidasan University, India
4420, Bengal Engineering College, India
4421, Bangalore University, India
4422, Bhagwant University, India
4423, Bharathiar University, India
4424, Bharath Institue Of Higher Education & Research, India
4425, Bharati Vidyapeeth University, India
4426, Bhavnagar University, India
4427, Banaras Hindu University, India
4428, Orissa University of Agriculture and Technology, India
4429, Birla Institute of Technology, Ranchi, India
4430, Birla Institute of Technology and Science, India
4431, Bhupendra Narayan Mandal University, India
4432, Biju Pattnaik University of Technology, India
4433, B. R. Ambedkar Bihar University, India
4434, Dr. B.R. Ambedkar Open University, India
4435, Dr. B. R. Ambedkar National Institute of Technology Jalandhar, India
4436, Dr. Bhim Rao Abdekar University, India
4437, B. S. Abdur Rahman University, India
4438, Barkatullah University, India
4439, VIT Bhopal, India
4440, Bundelkhand University, India
4441, University of Burdwan, India
4442, University of Calcutta, India
4443, Central Agricultural University, India
4444, Chaudhary Charan Singh University, India
4445, Ch. Charan Singh University, India
4446, Center for Entrepreneurship and Small Business Management, India
4447, Christ University, India
4448, Central Institute of English and Foreign Languages, India
4449, Central Institute of Fisheries Education, India
4450, Central Institute of Higher Tibetan Studies, India
4451, CMJ University, India
4452, Chandra Shekhar Azad University of Agriculture and Technology, India
4453, Cochin University of Science and Technology, India
4454, Dr. C.V. Raman University, India
4455, Dhirubhai Ambani Institute of Information and Communication Technology, India
4456, Darul Huda Islamic University, India
4457, Dav University, India
4458, Devi Ahilya University of Indore, India
4459, Dr. Babasaheb Ambedkar Technological University, India
4460, Konkan Agricultural University, India
4461, Tamil Nadu Agricultural University, India
4462, Delhi College of Engineering (DCE), India
4463, Deen Dayal Upadhyay Gorakhpur University, India
4464, Deccan College Postgraduate and Research Institute, India
4465, Dayalbagh Educational Institute, India
4466, Dibrugarh University, India
4467, Dravidian University, India
4468, University of Delhi, India
4469, Dr. D.Y. Patil University, India
4470, Eiilm University, India
4471, Fatima mata national college kollam kerala, India
4472, Forest Research Institute Dehradun, India
4473, Govind Ballabh Pant University of Agriculture and Technology, India
4474, Guru Ghasidas University, India
4475, Gokhale Institute of Politics and Economics, India
4476, Gandhi Institute of Technology and Managment, India
4477, Guru Jambeshwar University, India
4478, Gurukula Kangri University, India
4479, Guru Nanak Dev University, India
4480, Global Open University , Nagaland, India
4481, Gujarat Technological University Ahmedabad, India
4482, Gujarat University Ahmedabad, India
4483, Gulbarga University, India
4484, Gauhati University, India
4485, Gurukul University, India
4486, CCS Haryana Agricultural University, India
4487, Chaudhary Charan Singh Haryana Agricultural University, India
4488, Himachal Pradesh Agricultural University, India
4489, Hemwati Nandan Bahuguna Garhwal University, India
4490, Hidayatullah National Law University, Raipur, India
4491, Sri Ramachardra Medical College and Research Institute, India
4492, Himachal Pradesh University, India
4493, Indian Agricultural Research Institute, India
4494, IASE (Institute of Advanced Studies) Deemed University, India
4495, ICFAI University, India
4496, ICFAI University, Dehradun, India
4497, ICFAI University, Tripura, India
4498, ICFAI University, Sikkim, India
4499, ICFAI University, Mizoram, India
4500, ICFAI University, Meghalaya, India
4501, ICFAI University, Jharkhand, India
4502, ICFAI University, Nagaland, India
4503, ICFAI University, Jaipur, India
4504, ICFAI University, Raipur, India
4505, ICFAI University, Himachal Pradesh, India
4506, ICFAI University, Hyderabad, India
4507, Indira Gandhi Agricultural University, India
4508, Indira Gandhi Institute of Development and Research, India
